"(Background Information, Full Name)","(Background Information, Nation)","(Background Information, Position)","(Background Information, Squad)","(Background Information, Age)","(Background Information, Year of Birth)","(Playing Time, MP)","(Playing Time, Starts)","(Playing Time, Min)","(Playing Time, 90s)","(Performance, Gls)","(Performance, Ast)","(Performance, G+A)","(Performance, G-PK)","(Performance, PK)","(Performance, PKatt)","(Performance, CrdY)","(Performance, CrdR)","(Expected, xG)","(Expected, npxG)","(Expected, xAG)","(Expected, npxG+xAG)","(Progression, PrgC)","(Progression, PrgP)","(Progression, PrgR)","(Per 90 Minutes, Gls)","(Per 90 Minutes, Ast)","(Per 90 Minutes, G+A)","(Per 90 Minutes, G-PK)","(Per 90 Minutes, G+A-PK)","(Per 90 Minutes, xG)","(Per 90 Minutes, xAG)","(Per 90 Minutes, xG+xAG)","(Per 90 Minutes, npxG)","(Per 90 Minutes, npxG+xAG)","(Background Information, League)"
Luca Gemello,it ITA,GK,Torino,23,2000.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Valentin Gendrey,fr FRA,DF,Lecce,23,2000.0,37.0,35.0,3044.0,33.8,2.0,3.0,5.0,2.0,0.0,0.0,5.0,0.0,1.6,1.6,1.6,3.2,76.0,116.0,86.0,0.06,0.09,0.15,0.06,0.15,0.05,0.05,0.1,0.05,0.1,Serie A
Farés Ghedjemis,fr FRA,"FW,MF",Frosinone,20,2002.0,6.0,1.0,182.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.3,7.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.13,0.06,0.13,Serie A
Lautaro Gianetti,ar ARG,DF,Udinese,29,1993.0,7.0,7.0,630.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.4,0.4,0.1,0.4,2.0,4.0,0.0,0.14,0.0,0.14,0.14,0.14,0.06,0.01,0.06,0.06,0.06,Serie A
Mario Gila,es ESP,DF,Lazio,22,2000.0,21.0,21.0,1809.0,20.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.5,0.5,0.5,1.0,21.0,93.0,12.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Serie A
Gvidas Gineitis,lt LTU,MF,Torino,19,2004.0,14.0,4.0,538.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.5,0.9,9.0,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.07,0.08,0.15,0.07,0.15,Serie A
Olivier Giroud,fr FRA,FW,Milan,36,1986.0,35.0,28.0,2363.0,26.3,15.0,8.0,23.0,11.0,4.0,5.0,1.0,1.0,14.2,10.2,4.7,14.9,9.0,28.0,95.0,0.57,0.3,0.88,0.42,0.72,0.54,0.18,0.72,0.39,0.57,Serie A
Edoardo Goldaniga,it ITA,DF,Cagliari,29,1993.0,13.0,12.0,1011.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.1,0.7,9.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,Serie A
Pierluigi Gollini,it ITA,GK,Napoli,28,1995.0,7.0,7.0,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Papu Gómez,ar ARG,"MF,FW",Monza,35,1988.0,2.0,0.0,41.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.0,0.43,Serie A
Iron Gomis,fr FRA,MF,Salernitana,23,1999.0,5.0,1.0,134.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.7,3.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.38,0.11,0.49,0.38,0.49,Serie A
Joan Gonzàlez,es ESP,MF,Lecce,21,2002.0,29.0,13.0,1291.0,14.3,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,1.2,1.2,1.0,2.2,25.0,49.0,41.0,0.07,0.07,0.14,0.07,0.14,0.08,0.07,0.15,0.08,0.15,Serie A
Nicolás González,ar ARG,FW,Fiorentina,25,1998.0,29.0,21.0,1913.0,21.3,12.0,2.0,14.0,11.0,1.0,3.0,1.0,0.0,10.4,8.0,1.6,9.6,53.0,100.0,190.0,0.56,0.09,0.66,0.52,0.61,0.49,0.07,0.56,0.38,0.45,Serie A
Alberto Grassi,it ITA,MF,Empoli,28,1995.0,27.0,22.0,1807.0,20.1,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,1.1,1.1,0.6,1.7,13.0,75.0,13.0,0.0,0.05,0.05,0.0,0.05,0.05,0.03,0.09,0.05,0.09,Serie A
Mattéo Guendouzi,fr FRA,MF,Lazio,24,1999.0,33.0,27.0,2367.0,26.3,2.0,3.0,5.0,2.0,0.0,0.0,3.0,1.0,1.6,1.6,2.3,3.9,46.0,119.0,79.0,0.08,0.11,0.19,0.08,0.19,0.06,0.09,0.15,0.06,0.15,Serie A
Axel Guessand,fr FRA,DF,Udinese,18,2004.0,1.0,0.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Serie A
Albert Guðmundsson,is ISL,"FW,MF",Genoa,26,1997.0,35.0,34.0,3016.0,33.5,14.0,4.0,18.0,10.0,4.0,5.0,4.0,0.0,9.9,5.8,5.2,11.0,82.0,120.0,168.0,0.42,0.12,0.54,0.3,0.42,0.3,0.16,0.45,0.17,0.33,Serie A
Emmanuel Gyasi,gh GHA,"DF,FW",Empoli,29,1994.0,33.0,21.0,1879.0,20.9,1.0,2.0,3.0,1.0,0.0,0.0,8.0,0.0,3.5,3.5,1.5,5.0,15.0,41.0,60.0,0.05,0.1,0.14,0.05,0.14,0.17,0.07,0.24,0.17,0.24,Serie A
Norbert Gyömbér,sk SVK,DF,Salernitana,31,1992.0,22.0,20.0,1760.0,19.6,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.2,0.2,0.2,0.3,4.0,42.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Serie A
Nicolas Haas,ch SUI,MF,Empoli,27,1996.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,Serie A
Ridgeciano Haps,sr SUR,DF,Genoa,30,1993.0,16.0,7.0,773.0,8.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.8,13.0,13.0,42.0,0.0,0.12,0.12,0.0,0.12,0.01,0.08,0.1,0.01,0.1,Serie A
Abdou Harroui,nl NED,"MF,FW",Frosinone,25,1998.0,18.0,13.0,1019.0,11.3,3.0,3.0,6.0,2.0,1.0,1.0,2.0,0.0,3.1,2.3,1.2,3.5,43.0,38.0,56.0,0.26,0.26,0.53,0.18,0.44,0.27,0.1,0.38,0.21,0.31,Serie A
Hans Hateboer,nl NED,DF,Atalanta,29,1994.0,23.0,10.0,1113.0,12.4,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,2.0,2.4,19.0,42.0,71.0,0.0,0.08,0.08,0.0,0.08,0.03,0.16,0.19,0.03,0.19,Serie A
Pantelis Hatzidiakos,gr GRE,DF,Cagliari,26,1997.0,13.0,13.0,856.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,3.0,34.0,7.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Serie A
Silvan Hefti,ch SUI,"MF,DF",Genoa,25,1997.0,6.0,1.0,114.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Liam Henderson,sct SCO,MF,Empoli,27,1996.0,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Matheus Henrique,br BRA,MF,Sassuolo,25,1997.0,31.0,27.0,2501.0,27.8,2.0,2.0,4.0,2.0,0.0,0.0,8.0,1.0,2.3,2.3,1.6,3.9,43.0,94.0,44.0,0.07,0.07,0.14,0.07,0.14,0.08,0.06,0.14,0.08,0.14,Serie A
Thomas Henry,fr FRA,FW,Hellas Verona,28,1994.0,18.0,2.0,334.0,3.7,3.0,0.0,3.0,3.0,0.0,1.0,2.0,2.0,3.3,2.5,0.0,2.5,2.0,3.0,20.0,0.81,0.0,0.81,0.81,0.81,0.88,0.01,0.89,0.66,0.68,Serie A
Theo Hernández,fr FRA,DF,Milan,25,1997.0,32.0,31.0,2791.0,31.0,5.0,4.0,9.0,4.0,1.0,2.0,11.0,1.0,4.9,3.4,4.3,7.7,115.0,166.0,124.0,0.16,0.13,0.29,0.13,0.26,0.16,0.14,0.3,0.11,0.25,Serie A
Isak Hien,se SWE,DF,Hellas Verona,24,1999.0,10.0,9.0,864.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,0.4,0.0,0.4,8.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Serie A
Isak Hien,se SWE,DF,Atalanta,24,1999.0,16.0,9.0,937.0,10.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.1,0.3,0.0,24.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.01,0.03,0.02,0.03,Serie A
Emil Holm,se SWE,DF,Atalanta,23,2000.0,22.0,12.0,947.0,10.5,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,2.7,2.7,0.8,3.6,28.0,27.0,80.0,0.1,0.1,0.19,0.1,0.19,0.26,0.08,0.34,0.26,0.34,Serie A
Martin Hongla,cm CMR,MF,Hellas Verona,25,1998.0,15.0,12.0,1084.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,6.0,57.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Serie A
Sydney van Hooijdonk,nl NED,FW,Bologna,23,2000.0,9.0,2.0,212.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.7,1.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.26,0.05,0.31,0.26,0.31,Serie A
Dean Huijsen,es ESP,DF,Roma,18,2005.0,13.0,4.0,509.0,5.7,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.4,0.4,0.1,0.5,4.0,18.0,15.0,0.35,0.0,0.35,0.35,0.35,0.07,0.01,0.08,0.07,0.08,Serie A
Dean Huijsen,es ESP,DF,Juventus,18,2005.0,1.0,0.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Elseid Hysaj,al ALB,DF,Lazio,29,1994.0,22.0,11.0,1199.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.4,0.7,27.0,51.0,41.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Serie A
Arijon Ibrahimović,de GER,"FW,DF",Frosinone,17,2005.0,16.0,5.0,474.0,5.3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.7,1.5,10.0,22.0,54.0,0.19,0.19,0.38,0.19,0.38,0.15,0.13,0.28,0.15,0.28,Serie A
Jonathan Ikone,fr FRA,FW,Fiorentina,25,1998.0,28.0,18.0,1682.0,18.7,3.0,1.0,4.0,3.0,0.0,0.0,5.0,0.0,4.6,4.6,2.0,6.6,51.0,58.0,154.0,0.16,0.05,0.21,0.16,0.21,0.25,0.1,0.35,0.25,0.35,Serie A
Chukwubuikem Ikwuemesi,ng NGA,FW,Salernitana,21,2001.0,25.0,11.0,1061.0,11.8,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.4,2.4,0.7,3.1,11.0,10.0,70.0,0.08,0.08,0.17,0.08,0.17,0.21,0.06,0.26,0.21,0.26,Serie A
Ivan Ilić,rs SRB,MF,Torino,22,2001.0,31.0,25.0,2098.0,23.3,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,2.1,2.1,5.0,7.1,49.0,138.0,52.0,0.13,0.09,0.21,0.13,0.21,0.09,0.21,0.3,0.09,0.3,Serie A
Samuel Iling-Junior,eng ENG,"DF,MF",Juventus,19,2003.0,24.0,4.0,810.0,9.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,1.3,2.0,29.0,25.0,64.0,0.11,0.22,0.33,0.11,0.33,0.08,0.14,0.23,0.08,0.23,Serie A
Ciro Immobile,it ITA,FW,Lazio,33,1990.0,31.0,21.0,1652.0,18.4,7.0,1.0,8.0,3.0,4.0,4.0,8.0,0.0,9.7,6.6,2.1,8.6,19.0,39.0,123.0,0.38,0.05,0.44,0.16,0.22,0.53,0.11,0.64,0.36,0.47,Serie A
Gino Infantino,ar ARG,MF,Fiorentina,20,2003.0,6.0,0.0,96.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Serie A
Gustav Isaksen,dk DEN,FW,Lazio,22,2001.0,28.0,12.0,1074.0,11.9,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,1.6,1.6,2.6,4.2,36.0,21.0,95.0,0.25,0.08,0.34,0.25,0.34,0.13,0.22,0.35,0.13,0.35,Serie A
Ardian Ismajli,al ALB,DF,Empoli,26,1996.0,26.0,23.0,2045.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.4,9.0,49.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.02,Serie A
Armando Izzo,it ITA,DF,Monza,31,1992.0,23.0,20.0,1650.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.7,0.7,0.5,1.1,15.0,59.0,7.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.06,0.04,0.06,Serie A
Filip Jagiełło,pl POL,MF,Genoa,25,1997.0,2.0,0.0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Jakub Jankto,cz CZE,"MF,FW",Cagliari,27,1996.0,18.0,13.0,872.0,9.7,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5,0.5,1.9,12.0,26.0,48.0,0.1,0.21,0.31,0.1,0.31,0.16,0.05,0.21,0.15,0.2,Serie A
Juan Jesus,br BRA,DF,Napoli,32,1991.0,24.0,23.0,2116.0,23.5,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.3,1.3,0.3,1.6,6.0,82.0,2.0,0.04,0.0,0.04,0.04,0.04,0.06,0.01,0.07,0.06,0.07,Serie A
Alejandro Jiménez,es ESP,DF,Milan,18,2005.0,3.0,0.0,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Serie A
Kaio Jorge,br BRA,FW,Frosinone,21,2002.0,20.0,8.0,812.0,9.0,3.0,0.0,3.0,2.0,1.0,2.0,2.0,0.0,5.4,3.8,0.3,4.2,6.0,11.0,46.0,0.33,0.0,0.33,0.22,0.22,0.6,0.03,0.64,0.43,0.46,Serie A
Luka Jović,rs SRB,FW,Milan,25,1997.0,23.0,8.0,877.0,9.7,6.0,1.0,7.0,6.0,0.0,0.0,2.0,1.0,4.9,4.9,0.8,5.7,6.0,22.0,47.0,0.62,0.1,0.72,0.62,0.72,0.5,0.09,0.59,0.5,0.59,Serie A
Hamed Junior Traorè,ci CIV,MF,Napoli,23,2000.0,9.0,5.0,382.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,0.7,1.6,12.0,21.0,19.0,0.0,0.0,0.0,0.0,0.0,0.2,0.17,0.37,0.2,0.37,Serie A
Mohamed Kaba,fr FRA,MF,Lecce,21,2001.0,23.0,15.0,1378.0,15.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.2,1.2,0.9,2.0,14.0,60.0,32.0,0.0,0.0,0.0,0.0,0.0,0.08,0.06,0.13,0.08,0.13,Serie A
Christian Kabasele,be BEL,DF,Udinese,32,1991.0,13.0,10.0,861.0,9.6,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,1.2,1.2,0.5,1.6,7.0,22.0,1.0,0.1,0.1,0.21,0.1,0.21,0.12,0.05,0.17,0.12,0.17,Serie A
Yayah Kallon,sl SLE,FW,Hellas Verona,22,2001.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Pierre Kalulu,fr FRA,DF,Milan,23,2000.0,9.0,4.0,374.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,6.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Serie A
Daichi Kamada,jp JPN,MF,Lazio,26,1996.0,29.0,17.0,1544.0,17.2,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,1.8,1.8,2.8,4.6,40.0,96.0,78.0,0.12,0.12,0.23,0.12,0.23,0.11,0.16,0.27,0.11,0.27,Serie A
Hassane Kamara,ci CIV,DF,Udinese,29,1994.0,35.0,27.0,2225.0,24.7,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.9,1.9,2.8,4.8,61.0,81.0,93.0,0.04,0.04,0.08,0.04,0.08,0.08,0.11,0.19,0.08,0.19,Serie A
Yann Karamoh,fr FRA,"MF,FW",Torino,25,1998.0,10.0,1.0,162.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,11.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.11,0.08,0.11,Serie A
Jesper Karlsson,se SWE,FW,Bologna,25,1998.0,7.0,4.0,344.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.7,13.0,16.0,35.0,0.0,0.0,0.0,0.0,0.0,0.11,0.08,0.19,0.11,0.19,Serie A
Rick Karsdorp,nl NED,DF,Roma,28,1995.0,18.0,14.0,1191.0,13.2,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,2.2,2.7,12.0,33.0,71.0,0.0,0.15,0.15,0.0,0.15,0.03,0.17,0.2,0.03,0.2,Serie A
Grigoris Kastanos,cy CYP,"MF,DF",Salernitana,25,1998.0,26.0,18.0,1480.0,16.4,3.0,3.0,6.0,3.0,0.0,0.0,5.0,0.0,2.9,2.9,2.8,5.7,28.0,78.0,69.0,0.18,0.18,0.36,0.18,0.36,0.17,0.17,0.35,0.17,0.35,Serie A
Michael Kayode,it ITA,DF,Fiorentina,19,2004.0,26.0,22.0,2058.0,22.9,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.5,0.5,1.1,1.6,45.0,80.0,102.0,0.04,0.04,0.09,0.04,0.09,0.02,0.05,0.07,0.02,0.07,Serie A
Moise Kean,it ITA,FW,Juventus,23,2000.0,19.0,8.0,654.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.1,2.1,0.7,2.8,12.0,6.0,38.0,0.0,0.0,0.0,0.0,0.0,0.28,0.1,0.38,0.28,0.38,Serie A
Simon Kjær,dk DEN,DF,Milan,34,1989.0,20.0,14.0,1171.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.8,1.3,4.0,52.0,0.0,0.0,0.08,0.08,0.0,0.08,0.04,0.06,0.1,0.04,0.1,Serie A
Davy Klaassen,nl NED,MF,Inter,30,1993.0,13.0,1.0,206.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.13,0.04,0.13,Serie A
Sead Kolašinac,ba BIH,DF,Atalanta,30,1993.0,30.0,25.0,2178.0,24.2,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.3,1.3,1.1,2.4,32.0,94.0,30.0,0.04,0.0,0.04,0.04,0.04,0.06,0.04,0.1,0.06,0.1,Serie A
Teun Koopmeiners,nl NED,MF,Atalanta,25,1998.0,34.0,29.0,2627.0,29.2,12.0,5.0,17.0,10.0,2.0,2.0,5.0,0.0,6.5,5.0,5.9,10.9,79.0,169.0,190.0,0.41,0.17,0.58,0.34,0.51,0.22,0.2,0.43,0.17,0.37,Serie A
Filip Kostić,rs SRB,DF,Juventus,30,1992.0,29.0,26.0,1815.0,20.2,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,5.4,6.1,64.0,88.0,95.0,0.0,0.2,0.2,0.0,0.2,0.03,0.27,0.3,0.03,0.3,Serie A
Christian Kouamé,ci CIV,FW,Fiorentina,25,1997.0,23.0,11.0,1089.0,12.1,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.9,1.9,1.8,3.7,12.0,41.0,110.0,0.17,0.08,0.25,0.17,0.25,0.16,0.15,0.31,0.16,0.31,Serie A
Viktor Kovalenko,ua UKR,MF,Empoli,27,1996.0,17.0,4.0,613.0,6.8,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0.8,1.7,4.0,20.0,24.0,0.15,0.15,0.29,0.15,0.29,0.14,0.12,0.25,0.14,0.25,Serie A
Rasmus Kristensen,dk DEN,DF,Roma,26,1997.0,29.0,19.0,1744.0,19.4,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.5,0.5,0.9,1.5,16.0,40.0,115.0,0.05,0.05,0.1,0.05,0.1,0.03,0.05,0.08,0.03,0.08,Serie A
Thomas Kristensen,dk DEN,DF,Udinese,21,2002.0,26.0,23.0,2096.0,23.3,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1.1,1.1,0.4,1.5,20.0,47.0,3.0,0.0,0.04,0.04,0.0,0.04,0.05,0.02,0.06,0.05,0.06,Serie A
Nikola Krstović,me MNE,FW,Lecce,23,2000.0,35.0,30.0,2373.0,26.4,7.0,1.0,8.0,6.0,1.0,3.0,4.0,1.0,11.6,9.2,3.0,12.3,32.0,52.0,126.0,0.27,0.04,0.3,0.23,0.27,0.44,0.11,0.55,0.35,0.46,Serie A
Rade Krunić,ba BIH,MF,Milan,29,1993.0,10.0,8.0,687.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.5,0.6,5.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.08,0.02,0.08,Serie A
Marash Kumbulla,al ALB,DF,Sassuolo,23,2000.0,7.0,3.0,362.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Justin Kumi,it ITA,FW,Sassuolo,19,2004.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Berkan Kutlu,tr TUR,MF,Genoa,25,1998.0,6.0,0.0,199.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.4,4.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.07,0.13,0.2,0.07,0.2,Serie A
Khvicha Kvaratskhelia,ge GEO,FW,Napoli,22,2001.0,34.0,32.0,2737.0,30.4,11.0,6.0,17.0,11.0,0.0,0.0,8.0,0.0,11.1,11.1,6.8,17.9,184.0,89.0,266.0,0.36,0.2,0.56,0.36,0.56,0.37,0.23,0.59,0.36,0.59,Serie A
Giorgi Kvernadze,ge GEO,"FW,DF",Frosinone,20,2003.0,5.0,0.0,63.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Giorgos Kyriakopoulos,gr GRE,DF,Monza,27,1996.0,28.0,20.0,1712.0,19.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,1.2,1.2,1.4,2.6,64.0,70.0,94.0,0.0,0.16,0.16,0.0,0.16,0.06,0.07,0.14,0.06,0.14,Serie A
Gianluca Lapadula,pe PER,FW,Cagliari,33,1990.0,23.0,14.0,1205.0,13.4,3.0,1.0,4.0,2.0,1.0,1.0,3.0,0.0,4.8,4.1,1.1,5.1,8.0,4.0,63.0,0.22,0.07,0.3,0.15,0.22,0.36,0.08,0.44,0.3,0.38,Serie A
Armand Lauriente,fr FRA,FW,Sassuolo,24,1998.0,37.0,35.0,2908.0,32.3,5.0,4.0,9.0,5.0,0.0,0.0,5.0,0.0,5.7,5.7,4.0,9.7,125.0,99.0,268.0,0.15,0.12,0.28,0.15,0.28,0.18,0.12,0.3,0.18,0.3,Serie A
Valentino Lazaro,at AUT,"DF,MF",Torino,27,1996.0,35.0,21.0,1994.0,22.2,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,1.7,1.7,2.9,4.7,53.0,94.0,106.0,0.0,0.18,0.18,0.0,0.18,0.08,0.13,0.21,0.08,0.21,Serie A
Darko Lazović,rs SRB,"FW,MF",Hellas Verona,32,1990.0,32.0,22.0,1928.0,21.4,3.0,2.0,5.0,2.0,1.0,1.0,0.0,1.0,2.8,2.0,4.4,6.4,43.0,66.0,139.0,0.14,0.09,0.23,0.09,0.19,0.13,0.21,0.34,0.09,0.3,Serie A
Manuel Lazzari,it ITA,DF,Lazio,29,1993.0,24.0,19.0,1671.0,18.6,0.0,2.0,2.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.3,2.3,73.0,62.0,104.0,0.0,0.11,0.11,0.0,0.11,0.06,0.07,0.13,0.06,0.13,Serie A
